Illinois Supreme Court,24824,State&nbsp;Supreme,"http://www.state.il.us/court/",ill,Ill.,1841-01-01,Unknown,Yes,2013-09-07T14:34
Appellate Court of Illinois,80420,State&nbsp;Appellate,"http://www.state.il.us/court/appellatecourt/",illappct,Ill. App. Ct.,1877-01-01,Unknown,Yes,2013-08-14T15:42
Indiana Supreme Court,17150,State&nbsp;Supreme,"http://www.in.gov/judiciary/supreme/",ind,Ind.,1816-01-01,Unknown,Yes,2013-08-14T09:46
Indiana Court of Appeals,48987,State&nbsp;Appellate,"http://www.in.gov/judiciary/appeals/",indctapp,Ind. Ct. App.,1891-01-01,Unknown,Yes,2016-09-08T13:33
Indiana Tax Court,665,State&nbsp;Special,"http://www.in.gov/judiciary/tax/",indtc,Ind. T.C.,Unknown,Unknown,Yes,2014-09-08T13:26
Supreme Court of Iowa,23359,State&nbsp;Supreme,"http://www.iowacourts.gov/supreme_court/",iowa,Iowa,1841-01-01,Unknown,Yes,2014-08-01T11:44
Court of Appeals of Iowa,12535,State&nbsp;Appellate,"http://www.iowacourts.gov/court_of_appeals/",iowactapp,Iowa Ct. App.,1976-07-01,Unknown,Yes,2014-08-01T11:44
Supreme Court of Kansas,11516,State&nbsp;Supreme,"http://www.kscourts.org/kansas-courts/supreme-court/",kan,Kan.,1854-01-01,Unknown,Yes,2014-08-01T12:03
Court of Appeals of Kansas,8438,State&nbsp;Appellate,"http://www.kscourts.org/kansas-courts/court-of-appeals/",kanctapp,Kan. Ct. App.,1977-01-10,Unknown,Yes,2014-08-01T12:03
Kansas Attorney General Reports,1193,State&nbsp;Attorney&nbsp;General,"http://ag.ks.gov/about-the-office/contact-us",kanag,Kan. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:06
Kentucky Supreme Court,4415,State&nbsp;Supreme,"http://courts.ky.gov/courts/supreme/‎",ky,Ky.,1976-01-01,Unknown,Yes,2014-08-08T10:26
Court of Appeals of Kentucky,2125,State&nbsp;Appellate,"http://courts.ky.gov/courts/coa/Pages/coa.aspx",kyctapp,Ky. Ct. App.,1976-01-01,Unknown,Yes,2013-09-09T09:45
Court of Appeals of Kentucky (pre-1976),21644,State&nbsp;Supreme,"http://courts.ky.gov/courts/coa/Pages/coa.aspx",kyctapphigh,Ky. Ct. App.,1792-01-01,1975-12-31,Yes,2013-09-09T09:45
Supreme Court of Louisiana,35725,State&nbsp;Supreme,"http://www.lasc.org/",la,La.,1813-01-01,Unknown,Yes,2014-07-17T07:08
Louisiana Court of Appeal,54885,State&nbsp;Appellate,"http://louisiana.gov/Government/Judicial_Branch/#courtsofappeal",lactapp,La. Ct. App.,1879-01-01,Unknown,Yes,2013-10-16T11:52
Louisiana Attorney General Reports,7302,State&nbsp;Attorney&nbsp;General,"https://www.ag.state.la.us/",laag,La. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:06
Supreme Judicial Court of Maine,8826,State&nbsp;Supreme,"http://www.courts.state.me.us/maine_courts/supreme/",me,Me.,1830-01-01,Unknown,Yes,2014-06-23T09:59
Court of Appeals of Maryland,22827,State&nbsp;Supreme,"http://www.courts.state.md.us/coappeals/",md,Md.,1841-01-01,Unknown,Yes,2014-06-27T13:56
Court of Special Appeals of Maryland,8603,State&nbsp;Appellate,"http://www.courts.state.md.us/cosappeals/",mdctspecapp,Md. Ct. Spec. App.,1967-01-01,Unknown,Yes,2014-06-27T13:56
Maryland Attorney General Reports,347,State&nbsp;Attorney&nbsp;General,"https://www.oag.state.md.us/",mdag,Md. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:08
Massachusetts Supreme Judicial Court,9543,State&nbsp;Supreme,"http://www.mass.gov/courts/sjc/",mass,Mass.,1692-01-01,Unknown,Yes,2014-07-17T07:48
Massachusetts Appeals Court,3663,State&nbsp;Appellate,"http://www.mass.gov/courts/appealscourt/",massappct,Mass. App. Ct.,1972-10-06,Unknown,Yes,2014-07-17T07:49
Massachusetts Superior Court,0,State&nbsp;Appellate,"http://www.mass.gov/courts/court-info/trial-court/sc/",masssuperct,Mass. Super. Ct.,Unknown,Unknown,Yes,2016-04-21T11:46
Massachusetts District Court--0,State&nbsp;Appellate,"http://www.mass.gov/courts/court-info/trial-court/dc/",massdistct,Mass. Dist. Ct.,Unknown,Unknown,Yes,2016-04-21T11:46
Massachusetts Department of Industrial Accidents,0,State&nbsp;Special,"http://www.mass.gov/lwd/workers-compensation/",maworkcompcom,Mass. Dep&#39;t Indus. Accid.,Unknown,Unknown,Yes,2016-05-18T12:03
Michigan Supreme Court,54163,State&nbsp;Supreme,"http://courts.mi.gov/",mich,Mich.,1837-01-01,Unknown,Yes,2013-08-14T09:46
Michigan Court of Appeals,34103,State&nbsp;Appellate,"http://courts.mi.gov/courts/coa/pages/default.aspx",michctapp,Mich. Ct. App.,1964-01-01,Unknown,Yes,2013-09-08T17:56
Supreme Court of Minnesota,22077,State&nbsp;Supreme,"http://www.mncourts.gov/?page=550",minn,Minn.,1858-05-24,Unknown,Yes,2014-07-11T13:23
Court of Appeals of Minnesota,13310,State&nbsp;Appellate,"http://www.mncourts.gov/?page=551",minnctapp,Minn. Ct. App.,1983-11-01,Unknown,Yes,2016-09-08T13:39
Minnesota Attorney General Reports,63,State&nbsp;Attorney&nbsp;General,"http://www.ag.state.mn.us/office/opinions/DATE.asp",minnag,Minn. Att&#39;y Gen.,Unknown,Unknown,Yes,2017-02-01T09:56
Mississippi Supreme Court,27343,State&nbsp;Supreme,"http://courts.ms.gov/appellate_courts/sc/sc.html",miss,Miss.,1841-01-01,Unknown,Yes,2013-08-14T09:46
Court of Appeals of Mississippi,7323,State&nbsp;Appellate,"http://courts.ms.gov/appellate_courts/coa/coa.html",missctapp,Miss. Ct. App.,1995-01-01,Unknown,Yes,2013-09-08T23:27
Supreme Court of Missouri,19560,State&nbsp;Supreme,"http://www.courts.mo.gov/page.jsp?id=27",mo,Mo.,1821-01-01,Unknown,Yes,2013-09-08T19:00
Missouri Court of Appeals,35091,State&nbsp;Appellate,"http://www.courts.mo.gov/page.jsp?id=261",moctapp,Mo. Ct. App.,1820-01-01,Unknown,Yes,2013-09-08T17:58
Missouri Attorney General Reports,2561,State&nbsp;Attorney&nbsp;General,"https://www.ago.mo.gov/",moag,Mo. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:09
Montana Supreme Court,22124,State&nbsp;Supreme,"http://courts.mt.gov/supreme/default.mcpx",mont,Mont.,1864-01-01,Unknown,Yes,2013-08-14T09:46
Montana Tax Appeal Board,2,State&nbsp;Special,"http://mtab.mt.gov/",monttc,Mont.T.A.B.,Unknown,Unknown,Yes,2016-06-29T11:20
Montana Attorney General Reports,0,State&nbsp;Attorney&nbsp;General,"https://dojmt.gov/",montag,Mont. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:16
Nebraska Supreme Court,26566,State&nbsp;Supreme,"http://supremecourt.ne.gov/",neb,Neb.,1854-01-01,Unknown,Yes,2019-08-23T21:10
Nebraska Court of Appeals,3745,State&nbsp;Appellate,"http://supremecourt.ne.gov/",nebctapp,Neb. Ct. App.,1991-11-06,Unknown,Yes,2013-08-14T15:43
Nebraska Attorney General Reports,2615,State&nbsp;Attorney&nbsp;General,"https://ago.nebraska.gov/",nebag,Neb. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:10
Nevada Supreme Court,21150,State&nbsp;Supreme,"http://www.nevadajudiciary.us/index.php/supremecourt",nev,Nev.,1864-01-01,Unknown,Yes,2013-08-14T09:46
Supreme Court of New Hampshire,11572,State&nbsp;Supreme,"http://www.courts.state.nh.us/supreme/",nh,N.H.,1776-01-01,Unknown,Yes,2014-07-02T13:37
Supreme Court of New Jersey,22773,State&nbsp;Supreme,"http://www.judiciary.state.nj.us/supreme/",nj,N.J.,1776-01-01,Unknown,Yes,2013-09-08T18:34
New Jersey Superior Court,28075,State&nbsp;Appellate,"http://www.judiciary.state.nj.us/appdiv/index.htm",njsuperctappdiv,N.J. Super. Ct. App. Div.,Unknown,Unknown,Yes,2013-09-08T18:18
New Jersey Tax Court,11,State&nbsp;Special,"http://www.judiciary.state.nj.us/taxcourt/‎",njtaxct,N.J. Tax Ct.,Unknown,Unknown,Yes,2013-10-16T14:42
New Jersey Court of Chancery,3309,State&nbsp;Appellate,"http://www.nj.gov/state/archives/catsjchance.html",njch,N.J. Ct. of Ch.,1684-01-01,1947-12-31,Yes,2016-06-18T13:01
New Mexico Supreme Court,10230,State&nbsp;Supreme,"https://nmsupremecourt.nmcourts.gov/index.php",nm,N.M.,1841-01-01,Unknown,Yes,2013-08-14T09:46
New Mexico Court of Appeals,11013,State&nbsp;Appellate,"https://coa.nmcourts.gov/index.php",nmctapp,N.M. Ct. App.,1966-04-01,Unknown,Yes,2013-08-14T15:43
New York Court of Appeals,74499,State&nbsp;Supreme,"http://www.nycourts.gov/ctapps/",ny,NY,1777-01-01,Unknown,Yes,2014-08-21T15:51
Appellate Division of the Supreme Court of the State of New York,52045,State&nbsp;Appellate,"http://www.courts.state.ny.us/courts/appellatedivisions.shtml‎",nyappdiv,N.Y. App. Div.,1896-01-01,Unknown,Yes,2014-08-08T12:52
Appellate Terms of the Supreme Court of New York,4749,State&nbsp;Appellate,"https://www.nycourts.gov/courts/1jd/supctmanh/appellate_term.shtml",nyappterm,N.Y. App. Term.,1896-01-01,Unknown,Yes,2015-10-29T12:29
New York Supreme Court,285,State&nbsp;Trial,"http://www.nycourts.gov/courts/cts-outside-nyc-SUPREME.shtml",nysupct,N.Y. Sup. Ct.,1896-01-01,Unknown,Yes,2015-10-29T12:44
New York Family Court,1,State&nbsp;Special,"http://www.courts.state.ny.us/courts/cts-outside-nyc-FAMILY.shtml",nyfamct,N.Y. Fam. Ct.,1962-09-01,Unknown,Yes,2013-10-23T11:03
New York Surrogate&#39;s Court,4,State&nbsp;Special,"https://en.wikipedia.org/wiki/New_York_Surrogate%27s_Court",nysurct,N.Y. Sur. Ct.,1896-01-01,Unknown,Yes,2015-10-29T11:12
Civil Court of the City of New York,0,State&nbsp;Special,"https://www.nycourts.gov/COURTS/nyc/civil/index.shtml",nycivct,N.Y. City Civ. Ct.,Unknown,Unknown,Yes,2016-05-18T12:12
Criminal Court of the City of New York,0,State&nbsp;Special,"https://www.nycourts.gov/courts/nyc/criminal/",nycrimct,N.Y. City Crim. Ct.,Unknown,Unknown,Yes,2016-05-18T12:14
New York Attorney General Reports,2704,State&nbsp;Attorney&nbsp;General,"http://www.ag.ny.gov/",nyag,N.Y. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:10
Supreme Court of North Carolina,53160,State&nbsp;Supreme,"http://www.nccourts.org/courts/appellate/supreme/",nc,N.C.,1799-01-01,Unknown,Yes,2016-09-08T13:38
Court of Appeals of North Carolina,23999,State&nbsp;Appellate,"http://www.nccourts.org/courts/appellate/appeal/",ncctapp,N.C. Ct. App.,1968-01-01,Unknown,Yes,2014-09-08T13:26
Superior Court of North Carolina,984,State&nbsp;Appellate,"http://www.nccourts.org/Courts/Trial/Superior/",ncsuperct,Sup. Ct. N.C.,Unknown,Unknown,Yes,2016-05-18T12:06
North Carolina Industrial Commission,7926,State&nbsp;Special,"http://www.ic.nc.gov/",ncworkcompcom,N.C. Indus. Comm.,Unknown,Unknown,Yes,2016-05-18T12:09
North Dakota Supreme Court,14484,State&nbsp;Supreme,"http://www.ndcourts.gov/default.htm",nd,N.D.,1861-01-01,Unknown,Yes,2013-08-14T09:46
North Dakota Court of Appeals,65,State&nbsp;Appellate,"http://www.ndcourts.gov/default.htm",ndctapp,N.D. Ct. App.,1987-09-01,Unknown,Yes,2013-08-14T15:43
Ohio Supreme Court,9769,State&nbsp;Supreme,"http://www.supremecourt.ohio.gov/",ohio,Ohio,1841-01-01,Unknown,Yes,2013-08-15T13:09
Ohio Court of Appeals,131568,State&nbsp;Appellate,"http://www.supremecourt.ohio.gov/JudSystem/districtCourts/",ohioctapp,Ohio Ct. App.,1912-01-01,Unknown,Yes,2014-08-01T12:33
Ohio Court of Claims,1677,State&nbsp;Special,"http://www.cco.state.oh.us/",ohioctcl,Ohio Ct. Cl.,Unknown,Unknown,Yes,2014-08-01T12:47
Supreme Court of Oklahoma,39785,State&nbsp;Supreme,"http://www.oscn.net/oscn/schome/start.htm",okla,Okla.,1884-01-01,Unknown,Yes,2016-09-08T13:40
Court of Civil Appeals of Oklahoma,3320,State&nbsp;Appellate,"http://www.oscn.net/oscn/schome/civilappeals.htm",oklacivapp,Okla. Civ. App.,1968-01-01,Unknown,Yes,2014-07-11T13:30
Court of Criminal Appeals of Oklahoma,16690,State&nbsp;Appellate,"http://www.okcca.net/",oklacrimapp,Okla. Crim. App.,Unknown,Unknown,Yes,2014-07-11T13:30
Oklahoma Judicial Ethics Advisory Panel,31,State&nbsp;Special,"http://www.oscn.net/applications/oscn/index.asp?ftdb=STOKCSJE&amp;level=1",oklajeap,Okla. J.E.A.P.,Unknown,Unknown,Yes,2013-08-15T14:14
Court on the Judiciary of Oklahoma,3,State&nbsp;Special,"http://en.wikipedia.org/wiki/Oklahoma_Court_on_the_Judiciary",oklacoj,Okla. C.O.J.,Unknown,Unknown,Yes,2013-09-07T13:16
Oklahoma Attorney General Reports,11313,State&nbsp;Special,"http://www.oscn.net/applications/oscn/Index.asp?ftdb=STOKAG&amp;level=1",oklaag,Okla. Att’y Gen.,Unknown,Unknown,Yes,2014-07-11T13:44
Oregon Supreme Court,17712,State&nbsp;Supreme,"http://www.publications.ojd.state.or.us/Pages/OpinionsSC.aspx",or,Or.,1841-01-01,Unknown,Yes,2013-08-14T09:46
Court of Appeals of Oregon,18687,State&nbsp;Appellate,"http://courts.oregon.gov/COA/",orctapp,Or. Ct. App.,1969-07-01,Unknown,Yes,2013-08-14T15:42
Oregon Tax Court,2609,State&nbsp;Special,"http://courts.oregon.gov/Tax/Pages/index.aspx",ortc,Or. T.C.,Unknown,Unknown,Yes,2016-05-18T12:29
Supreme Court of Pennsylvania,47188,State&nbsp;Supreme,"http://www.pacourts.us/courts/supreme-court/",pa,Pa.,1722-05-22,Unknown,Yes,2014-08-01T13:56
Superior Court of Pennsylvania,62837,State&nbsp;Appellate,"http://www.pacourts.us/courts/superior-court/",pasuperct,Pa. Super. Ct.,1895-01-01,Unknown,Yes,2014-08-01T13:56
Commonwealth Court of Pennsylvania,14745,State&nbsp;Appellate,"http://www.pacourts.us/courts/commonwealth-court/",pacommwct,Pa. Commw. Ct.,1968-01-01,Unknown,Yes,2016-05-17T16:45
Court of Judicial Discipline of Pennsylvania,75,State&nbsp;Special,"http://www.pacourts.us/courts/court-of-judicial-discipline‎",cjdpa,Ct. Jud. Disc. Pa,Unknown,Unknown,Yes,2013-10-29T23:08
Supreme Court of Rhode Island,17309,State&nbsp;Supreme,"http://www.courts.ri.gov/courts/supremecourt/default.aspx",ri,R.I.,1747-01-01,Unknown,Yes,2014-08-08T13:59
Superior Court of Rhode Island,3356,State&nbsp;Appellate,"https://www.courts.ri.gov/Courts/SuperiorCourt/Pages/default.aspx",risuperct,Sup. Ct. R.I.,Unknown,Unknown,Yes,2016-05-18T12:33
Supreme Court of South Carolina,21814,State&nbsp;Supreme,"http://www.judicial.state.sc.us/supreme/",sc,S.C.,1841-01-01,Unknown,Yes,2013-09-08T23:22
Court of Appeals of South Carolina,3874,State&nbsp;Appellate,"http://www.judicial.state.sc.us/appeals/",scctapp,S.C. Ct. App.,1983-01-01,Unknown,Yes,2013-09-09T09:44
South Dakota Supreme Court,10240,State&nbsp;Supreme,"http://www.sdjudicial.com/",sd,S.D.,1889-01-01,Unknown,Yes,2013-08-14T09:46
Tennessee Supreme Court,8699,State&nbsp;Supreme,"https://www.tncourts.gov/courts/supreme-court",tenn,Tenn.,1790-01-01,Unknown,Yes,2016-09-08T13:39
Court of Appeals of Tennessee,19971,State&nbsp;Appellate,"http://www.tncourts.gov/courts/court-appeals",tennctapp,Tenn. Ct. App.,1925-01-01,Unknown,Yes,2013-09-08T19:23
Court of Criminal Appeals of Tennessee,21326,State&nbsp;Appellate,"http://www.tsc.state.tn.us/courts/court-criminal-appeals",tenncrimapp,Tenn. Crim. App.,1925-01-01,Unknown,Yes,2013-09-09T09:30
Tennessee Superior Court for Law and Equity,453,State&nbsp;Appellate,"https://familysearch.org/wiki/en/Tennessee_Court_Records",tennsuperct,Tenn. Sup. Ct.,1796-01-01,1809-12-31,Yes,2016-06-18T13:01
Texas Supreme Court,18793,State&nbsp;Supreme,"http://www.supreme.courts.state.tx.us/",tex,Tex.,1840-01-01,Unknown,Yes,2014-08-08T10:27
Court of Appeals of Texas,391284,State&nbsp;Appellate,"http://www.courts.state.tx.us/courts/coa.asp",texapp,Tex. App.,1891-01-01,Unknown,Yes,2014-08-08T10:27
Court of Criminal Appeals of Texas,60666,State&nbsp;Appellate,"http://www.cca.courts.state.tx.us/",texcrimapp,Tex. Crim. App.,Unknown,Unknown,Yes,2015-09-02T11:29
Texas Special Court of Review,5,State&nbsp;Special,"http://www.scjc.state.tx.us/",texreview,Tex. Rev.,Unknown,Unknown,Yes,2013-10-30T00:11
Texas Judicial Panel on Multidistrict Litigation,31,State&nbsp;Appellate,"http://www.txcourts.gov/about-texas-courts/multi-district-litigation-panel.aspx",texjpml,Tex. J.P.M.L.,Unknown,Unknown,Yes,2016-06-18T13:01
Texas Attorney General Reports,22862,State&nbsp;Attorney&nbsp;General,"https://texasattorneygeneral.gov/",texag,Tex. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:12
Utah Supreme Court,12436,State&nbsp;Supreme,"http://www.utcourts.gov/opinions/supopin/index.htm",utah,Utah,1850-01-01,Unknown,Yes,2013-08-14T09:46
Court of Appeals of Utah,3454,State&nbsp;Appellate,"http://www.utcourts.gov/courts/appell/",utahctapp,Utah Ct. App.,1987-01-17,Unknown,Yes,2013-08-14T15:42
Supreme Court of Vermont,9692,State&nbsp;Supreme,"http://www.vermontjudiciary.org/gtc/supreme/default.aspx",vt,Vt.,1778-01-01,Unknown,Yes,2013-09-09T10:24
Vermont Superior Court,2659,State&nbsp;Appellate,"https://www.vermontjudiciary.org/court-divisions",vtsuperct,Vt. Super. Ct.,Unknown,Unknown,Yes,2018-04-23T16:31
Supreme Court of Virginia,8403,State&nbsp;Supreme,"http://www.courts.state.va.us/courts/scv/",va,Va.,1779-01-01,Unknown,Yes,2013-09-09T10:23
Court of Appeals of Virginia,15067,State&nbsp;Appellate,"http://www.courts.state.va.us/courts/cav/",vactapp,Va. Ct. App.,1985-01-01,Unknown,Yes,2013-09-09T10:05
Washington Supreme Court,26850,State&nbsp;Supreme,"https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/",wash,Wash.,1889-01-01,Unknown,Yes,2013-08-14T09:46
Court of Appeals of Washington,24681,State&nbsp;Appellate,"https://www.courts.wa.gov/appellate_trial_courts/",washctapp,Wash. Ct. App.,1969-01-01,Unknown,Yes,2013-08-14T15:42
Washington Attorney General Reports,166,State&nbsp;Attorney&nbsp;General,"http://www.atg.wa.gov/",washag,Wash. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:13
West Virginia Supreme Court,19265,State&nbsp;Supreme,"http://www.courtswv.gov/supreme-court/",wva,W. Va.,1863-01-01,Unknown,Yes,2013-08-14T09:46
Wisconsin Supreme Court,16222,State&nbsp;Supreme,"http://www.wicourts.gov/courts/supreme/index.htm",wis,Wis.,1836-01-01,Unknown,Yes,2013-08-14T09:46
Court of Appeals of Wisconsin,11625,State&nbsp;Appellate,"http://www.wicourts.gov/courts/appeals/",wisctapp,Wis. Ct. App.,1978-08-01,Unknown,Yes,2013-09-08T18:29
Wisconsin Attorney General Reports,1499,State&nbsp;Attorney&nbsp;General,"https://docs.legis.wisconsin.gov/misc/oag",wisag,Wis. Att&#39;y Gen.,Unknown,Unknown,Yes,2016-05-18T13:15
Wyoming Supreme Court,8599,State&nbsp;Supreme,"http://www.courts.state.wy.us/",wyo,Wyo.,1921-01-01,Unknown,Yes,2013-08-14T09:46
United States Judicial Conference Committee,5,Committee,"http://www.uscourts.gov/FederalCourts/JudicialConference/Committees.aspx",usjc,U.S.J.C.,Unknown,Unknown,Yes,2013-08-14T15:40
United States Judicial Panel on Multidistrict Litigation,1122,Federal&nbsp;Special,"http://www.jpml.uscourts.gov/",jpml,J.P.M.L.,Unknown,Unknown,Yes,2019-02-06T11:56
United States Special Tribunal of Texas,1,Committee,,sttex,Spec. Trib. of Tex.,Unknown,Unknown,Yes,2016-06-29T10:11
United States Special Tribunals of Pennsylvania,1,Committee,,stp,Spec. Trib. of Pa.,Unknown,Unknown,Yes,2016-06-29T14:17
Court of King&#39;s Bench,372,International,"https://en.wikipedia.org/wiki/Court_of_King%27s_Bench_(England)",kingsbench,King&#39;s Bench,1200-01-01,1873-12-31,Yes,2016-05-18T10:52
